@RELATION training_tutorial1

    @ATTRIBUTE pacman_posx NUMERIC
    @ATTRIBUTE pacman_posy NUMERIC
    @ATTRIBUTE go_north {0,1}
    @ATTRIBUTE go_south {0,1}
    @ATTRIBUTE go_east {0,1}
    @ATTRIBUTE go_west {0,1}
    @ATTRIBUTE stop {0,1}
    @ATTRIBUTE living_ghosts_1 {1, 0}
    @ATTRIBUTE ghost_1_posx NUMERIC
    @ATTRIBUTE ghost_1_posy NUMERIC
    @ATTRIBUTE living_ghosts_2 {1, 0}
    @ATTRIBUTE ghost_2_posx NUMERIC
    @ATTRIBUTE ghost_2_posy NUMERIC
    @ATTRIBUTE living_ghosts_3 {1, 0}
    @ATTRIBUTE ghost_3_posx NUMERIC
    @ATTRIBUTE ghost_3_posy NUMERIC
    @ATTRIBUTE living_ghosts_4 {1, 0}
    @ATTRIBUTE ghost_4_posx NUMERIC
    @ATTRIBUTE ghost_4_posy NUMERIC
    @ATTRIBUTE distance_dot NUMERIC
    @ATTRIBUTE score NUMERIC
    @ATTRIBUTE move {North, South, East, West, Stop}
    @ATTRIBUTE next_score NUMERIC
    @ATTRIBUTE next_move {North, South, East, West, Stop}

@data
7,12,0,0,1,1,1,1,1,1,0,6,12,1,5,1,0,13,12,0,355,West,554,East
6,12,0,0,1,1,1,1,1,1,1,3,1,1,5,1,0,12,12,0,554,East,553,East
7,12,0,0,1,1,1,1,1,1,1,3,1,1,5,1,0,11,12,0,553,East,552,East
8,12,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,11,12,0,552,East,551,East
9,12,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,12,12,0,551,East,550,East
10,12,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,12,12,0,550,East,549,East
14,1,0,0,1,1,1,0,10,13,0,13,13,0,14,13,0,17,13,1,0,East,99,North
15,1,1,0,1,1,1,0,11,13,0,14,13,0,14,14,0,17,13,1,99,North,198,North
15,2,1,1,0,0,1,0,11,13,0,14,14,0,14,15,0,16,13,1,198,North,297,East
15,3,0,1,1,0,1,0,10,13,0,14,14,0,14,15,0,15,13,1,297,East,396,East
16,3,0,0,1,1,1,0,11,13,0,14,15,0,14,14,0,14,13,1,396,East,495,East
17,3,0,0,1,1,1,0,10,13,0,15,15,0,13,14,0,15,13,1,495,East,594,North
18,3,1,0,0,1,1,0,11,13,0,15,15,0,13,15,0,14,13,1,594,North,693,North
18,4,1,1,0,0,1,0,12,13,0,15,16,0,13,15,0,14,14,1,693,North,792,North
18,5,1,1,0,0,1,0,13,13,0,15,15,0,13,14,0,13,14,1,792,North,891,East
18,6,0,1,1,1,1,0,14,13,0,16,15,0,13,15,0,13,14,1,891,East,990,East
19,6,0,0,1,1,1,0,14,14,0,17,15,0,13,14,0,13,14,1,990,East,1089,East
20,6,0,0,1,1,1,0,14,13,0,17,15,0,13,13,0,13,15,1,1089,East,1188,North
21,6,1,1,0,1,1,0,15,13,0,16,15,0,13,13,0,13,14,1,1188,North,1287,North
21,7,1,1,0,0,1,0,16,13,0,15,15,0,13,14,0,13,15,1,1287,North,1386,North
21,8,1,1,0,0,1,0,15,13,0,15,15,0,13,15,0,14,15,1,1386,North,1485,North
21,9,1,1,1,1,1,0,15,13,0,14,15,0,12,15,0,13,15,1,1485,North,1584,North
21,10,1,1,0,0,1,0,16,13,0,14,14,0,12,16,0,14,15,1,1584,North,1683,North
21,11,1,1,0,0,1,0,15,13,0,14,14,0,12,15,0,14,14,1,1683,North,1782,North
21,12,1,1,0,0,1,0,16,13,0,14,14,0,12,15,0,13,14,1,1782,North,1881,West
21,13,1,1,1,1,1,0,16,13,0,14,14,0,12,16,0,13,13,1,1881,West,1880,West
20,13,0,0,1,1,1,0,17,13,0,13,14,0,12,16,0,13,13,2,1880,West,1879,North
19,13,1,1,1,0,1,0,17,13,0,13,14,0,12,17,0,13,14,3,1879,North,1878,North
19,14,1,1,0,0,1,0,17,13,0,13,15,0,12,18,0,13,15,2,1878,North,1877,West
19,15,0,1,0,1,1,0,17,13,0,14,15,0,12,17,0,13,14,2,1877,West,1876,West
18,15,0,0,1,1,1,0,16,13,0,14,14,0,12,18,0,14,14,3,1876,West,1875,West
17,15,0,0,1,1,1,0,17,13,0,14,14,0,12,18,0,14,13,3,1875,West,1874,West
16,15,0,0,1,1,1,0,17,13,0,14,14,0,11,18,0,14,14,3,1874,West,1873,West
15,15,1,0,1,1,1,0,17,13,0,14,15,0,11,18,0,13,14,3,1873,West,2072,South
14,15,0,1,1,1,1,0,16,13,1,4,1,0,12,18,0,14,14,4,2072,South,2271,South
14,14,1,1,0,1,1,0,17,13,1,5,1,0,12,17,1,7,1,5,2271,South,2270,East
14,13,1,0,1,1,1,0,17,13,1,6,1,0,12,18,1,7,1,5,2270,East,2269,East
15,13,0,0,1,1,1,0,16,13,1,7,1,0,12,17,1,8,1,4,2269,East,2468,West
16,13,0,0,1,1,1,1,2,1,1,6,1,0,12,18,1,8,1,4,2468,West,2467,West
15,13,0,0,1,1,1,1,1,1,1,6,1,0,11,18,1,9,1,4,2467,West,2466,West
14,13,1,0,1,1,1,1,1,2,1,6,1,0,12,18,1,10,1,5,2466,West,2465,North
13,13,1,0,1,1,1,1,1,2,1,7,1,0,12,17,1,11,1,5,2465,North,2464,North
13,14,1,1,1,0,1,1,1,1,1,8,1,0,12,18,1,11,1,5,2464,North,2463,West
13,15,0,1,1,1,1,1,1,1,1,8,1,0,11,18,1,10,1,4,2463,West,2462,North
12,15,1,0,1,1,1,1,1,2,1,8,1,0,12,18,1,9,1,3,2462,North,2461,North
1,18,0,1,1,0,1,0,5,9,0,11,3,0,17,6,0,25,13,0,0,South,-1,South
1,17,1,1,0,0,1,0,5,10,0,10,3,0,16,6,0,25,13,0,-1,South,-2,South
1,16,1,1,1,0,1,0,5,10,0,11,3,0,15,6,0,25,13,0,-2,South,-3,South
1,15,1,1,1,0,1,0,4,10,0,11,3,0,15,6,0,25,13,0,-3,South,-4,South
1,14,1,1,1,0,1,0,4,10,0,10,3,0,14,6,0,25,13,0,-4,South,-5,South
1,13,1,1,0,0,1,0,4,9,0,9,3,0,14,5,0,25,13,0,-5,South,-6,South
1,12,1,1,1,0,1,0,4,9,0,9,4,0,14,6,0,25,13,0,-6,South,-7,South
1,11,1,1,0,0,1,0,4,8,0,9,3,0,14,6,0,25,14,0,-7,South,-8,South
1,10,1,1,0,0,1,0,4,8,0,8,3,0,14,7,0,25,15,0,-8,South,-9,South
1,9,1,1,0,0,1,0,4,8,0,7,3,0,13,7,0,24,15,0,-9,South,-10,South
1,8,1,1,0,0,1,0,4,7,0,8,3,0,14,7,0,23,15,0,-10,South,-11,South
1,7,1,1,0,0,1,0,4,6,0,8,4,0,14,8,0,22,15,0,-11,South,-12,East
1,6,1,1,1,0,1,0,5,6,0,8,4,0,13,8,0,21,15,0,-12,East,-13,East
2,6,0,1,1,1,1,0,5,6,0,8,4,0,13,9,0,21,16,0,-13,East,-14,East
3,6,1,1,1,1,1,0,5,5,0,8,5,0,13,8,0,22,16,0,-14,East,-15,South
4,6,1,1,1,1,1,0,4,5,0,8,6,0,13,9,0,22,16,0,-15,South,184,East
4,5,1,1,1,1,1,1,1,1,0,8,6,0,14,9,0,22,16,0,184,East,183,North
5,5,1,1,0,1,1,1,1,1,0,8,7,0,14,9,0,23,16,0,183,North,182,East
5,6,1,1,1,1,1,1,1,1,0,8,7,0,14,8,0,22,16,0,182,East,181,East
6,6,1,0,1,1,1,1,1,1,0,8,6,0,14,9,0,23,16,0,181,East,180,East
7,6,0,0,1,1,1,1,1,1,0,8,7,0,14,10,0,22,16,0,180,East,179,North
8,6,1,1,1,1,1,1,1,1,0,8,7,0,14,10,0,22,15,0,179,North,378,East
8,7,1,1,1,0,1,1,1,1,1,3,1,0,14,10,0,22,14,0,378,East,377,East
9,7,1,1,1,1,1,1,1,1,1,3,1,0,14,9,0,22,13,0,377,East,376,East
10,7,1,1,1,1,1,1,1,1,1,3,1,0,14,10,0,22,14,0,376,East,375,North
11,7,1,1,0,1,1,1,1,1,1,3,1,0,14,9,0,22,14,0,375,North,374,North
11,8,1,1,0,1,1,1,1,1,1,3,1,0,14,8,0,23,14,0,374,North,373,North
11,9,1,1,0,1,1,1,1,1,1,3,1,0,13,8,0,22,14,0,373,North,372,North
11,10,1,1,0,1,1,1,1,1,1,3,1,0,13,7,0,22,15,0,372,North,371,North
11,11,1,1,0,1,1,1,1,1,1,3,1,0,13,7,0,22,15,0,371,North,370,East
11,12,0,1,1,1,1,1,1,1,1,3,1,0,14,7,0,23,15,0,370,East,369,East
12,12,0,0,1,1,1,1,1,1,1,3,1,0,13,7,0,23,15,0,369,East,368,South
13,12,0,1,1,1,1,1,1,1,1,3,1,0,13,6,0,23,16,0,368,South,367,South
13,11,1,1,1,0,1,1,1,1,1,3,1,0,13,7,0,22,16,0,367,South,366,South
13,10,1,1,1,0,1,1,1,1,1,3,1,0,13,6,0,22,15,0,366,South,365,South
13,9,1,1,1,0,1,1,1,1,1,3,1,0,13,7,0,21,15,0,365,South,364,South
13,8,1,1,1,0,1,1,1,1,1,3,1,0,13,6,0,21,15,0,364,South,363,South
13,7,1,1,1,0,1,1,1,1,1,3,1,0,13,6,0,21,15,0,363,South,562,East
13,6,1,1,1,0,1,1,1,1,1,3,1,1,5,1,0,20,15,0,562,East,561,North
14,6,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,21,15,0,561,North,560,North
14,7,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,21,15,0,560,North,559,North
14,8,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,22,15,0,559,North,558,North
14,9,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,23,15,0,558,North,557,East
14,10,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,23,15,0,557,East,556,East
15,10,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,22,15,0,556,East,555,East
16,10,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,21,15,0,555,East,554,East
17,10,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,21,15,0,554,East,553,East
18,10,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,21,15,0,553,East,552,East
19,10,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,20,15,0,552,East,551,North
20,10,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,20,14,0,551,North,550,West
20,11,1,1,0,1,1,1,1,1,1,3,1,1,5,1,0,19,14,0,550,West,549,North
19,11,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,19,14,0,549,North,548,West
19,12,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,18,14,0,548,West,547,North
1,6,0,1,1,0,1,0,6,4,0,8,6,0,11,3,0,16,6,0,0,East,-1,East
2,6,0,0,1,1,1,0,6,3,0,8,6,0,11,4,0,16,6,0,-1,East,-2,East
3,6,0,0,1,1,1,0,5,3,0,9,6,0,12,4,0,15,6,0,-2,East,-3,East
4,6,0,0,1,1,1,0,4,3,0,8,6,0,13,4,0,15,6,0,-3,East,-4,East
5,6,0,0,1,1,1,0,5,3,0,8,6,0,14,4,0,16,6,0,-4,East,-5,East
6,6,0,0,1,1,1,0,5,3,0,9,6,0,14,3,0,16,5,0,-5,East,-6,East
7,6,0,1,1,1,1,0,4,3,0,9,6,0,15,3,0,16,4,0,-6,East,193,West
8,6,0,0,1,1,1,0,4,3,1,3,1,0,14,3,0,16,4,0,193,West,192,South
7,6,0,1,1,1,1,0,4,3,1,3,1,0,13,3,0,15,4,0,192,South,191,South
7,5,1,1,0,0,1,0,4,4,1,3,1,0,14,3,0,16,4,0,191,South,190,West
7,4,1,1,1,1,1,0,5,4,1,3,1,0,13,3,0,16,3,0,190,West,389,East
6,4,0,1,1,1,1,1,1,1,1,3,1,0,13,4,0,17,3,0,389,East,388,East
7,4,1,1,1,1,1,1,1,1,1,3,1,0,13,3,0,18,3,0,388,East,387,East
8,4,0,1,1,1,1,1,1,1,1,3,1,0,13,3,0,18,4,0,387,East,386,East
9,4,0,1,1,1,1,1,1,1,1,3,1,0,14,3,0,18,3,0,386,East,385,East
10,4,0,1,1,1,1,1,1,1,1,3,1,0,14,4,0,17,3,0,385,East,384,East
11,4,0,1,1,1,1,1,1,1,1,3,1,0,15,4,0,17,3,0,384,East,383,East
12,4,0,1,1,1,1,1,1,1,1,3,1,0,14,4,0,17,3,0,383,East,382,East
13,4,0,1,1,1,1,1,1,1,1,3,1,0,15,4,0,17,3,0,382,East,581,East
14,4,1,1,1,1,1,1,1,1,1,3,1,1,5,1,0,17,3,0,581,East,580,East
15,4,0,1,1,1,1,1,1,1,1,3,1,1,5,1,0,18,3,0,580,East,579,East
1,11,0,1,1,0,1,0,6,5,0,6,9,0,8,11,0,14,6,14,0,East,-1,East
2,11,0,0,1,1,1,0,7,5,0,6,10,0,7,11,0,14,6,13,-1,East,-2,East
3,11,0,0,1,1,1,0,7,4,0,6,9,0,7,11,0,14,5,12,-2,East,-3,East
4,11,0,0,1,1,1,0,6,4,0,7,9,0,6,11,0,13,5,11,-3,East,196,East
5,11,0,1,1,1,1,0,6,5,0,7,9,1,5,1,0,13,5,10,196,East,195,South
6,11,0,1,1,1,1,0,6,5,0,7,9,1,5,1,0,12,5,9,195,South,194,South
6,10,1,1,0,1,1,0,7,5,0,7,9,1,5,1,0,12,5,8,194,South,193,East
6,9,1,1,1,1,1,0,8,5,0,8,9,1,5,1,0,12,5,7,193,East,192,East
7,9,0,1,1,1,1,0,8,4,0,9,9,1,5,1,0,11,5,6,192,East,191,East
8,9,0,1,1,1,1,0,8,5,0,10,9,1,5,1,0,12,5,5,191,East,190,East
9,9,0,1,1,1,1,0,9,5,0,10,10,1,5,1,0,11,5,4,190,East,189,North
10,9,1,1,1,1,1,0,9,5,0,10,11,1,5,1,0,11,5,3,189,North,188,North
10,10,1,1,1,0,1,0,8,5,0,10,11,1,5,1,0,11,5,4,188,North,387,South
10,11,0,1,1,1,1,0,8,6,1,3,1,1,5,1,0,10,5,5,387,South,386,South
10,10,1,1,1,0,1,0,8,6,1,3,1,1,5,1,0,11,5,4,386,South,385,South
10,9,1,1,1,1,1,0,9,6,1,3,1,1,5,1,0,10,5,3,385,South,384,West
10,8,1,1,0,1,1,0,9,7,1,3,1,1,5,1,0,10,4,2,384,West,383,South
9,8,1,1,1,1,1,0,9,7,1,3,1,1,5,1,0,10,5,3,383,South,582,East
12,10,0,0,1,1,1,0,5,6,0,5,12,0,13,6,0,13,12,0,0,East,-1,East
13,10,0,1,1,1,1,0,5,5,0,6,12,0,13,6,0,13,12,0,-1,East,-2,South
14,10,0,1,1,1,1,0,6,5,0,7,12,0,13,6,0,12,12,0,-2,South,-3,South
14,9,1,1,1,1,1,0,6,4,0,8,12,0,12,6,0,13,12,0,-3,South,-4,South
14,8,1,1,1,1,1,0,6,3,0,8,13,0,11,6,0,12,12,0,-4,South,-5,South
14,7,1,1,1,0,1,0,6,4,0,9,13,0,11,6,0,11,12,0,-5,South,-6,West
14,6,1,1,1,1,1,0,6,4,0,10,13,0,11,5,0,12,12,0,-6,West,-7,West
13,6,0,1,1,1,1,0,6,4,0,10,14,0,11,5,0,13,12,0,-7,West,-8,West
12,6,0,1,1,1,1,0,5,4,0,10,13,0,10,5,0,13,12,0,-8,West,-9,West
11,6,0,1,1,1,1,0,6,4,0,9,13,0,10,5,0,12,12,0,-9,West,-10,East
10,6,0,1,1,0,1,0,5,4,0,9,14,0,11,5,0,13,12,0,-10,East,-11,South
11,6,0,1,1,1,1,0,5,5,0,10,14,0,11,5,0,12,12,0,-11,South,188,West
11,5,1,1,1,1,1,0,5,5,0,9,14,1,5,1,0,12,12,0,188,West,187,South
10,5,1,1,1,0,1,0,5,5,0,9,14,1,5,1,0,13,12,0,187,South,186,South
10,4,1,1,1,0,1,0,5,5,0,9,13,1,5,1,0,13,12,0,186,South,185,West
10,3,1,0,1,1,1,0,5,5,0,10,13,1,5,1,0,13,12,0,185,West,184,West
9,3,0,0,1,1,1,0,5,5,0,10,13,1,5,1,0,12,12,0,184,West,183,West
8,3,1,0,1,1,1,0,6,5,0,10,14,1,5,1,0,13,12,0,183,West,182,West
7,3,1,0,1,1,1,0,5,5,0,10,14,1,5,1,0,12,12,0,182,West,181,West
6,3,1,0,1,1,1,0,5,5,0,9,14,1,5,1,0,12,12,0,181,West,180,West
5,3,1,0,1,1,1,0,4,5,0,8,14,1,5,1,0,13,12,0,180,West,179,East
4,3,1,0,1,1,1,0,5,5,0,8,13,1,5,1,0,13,12,0,179,East,178,North
5,3,1,0,1,1,1,0,5,4,0,8,13,1,5,1,0,13,12,0,178,North,377,West
5,4,1,1,1,1,1,1,1,1,0,9,13,1,5,1,0,12,12,0,377,West,376,West
4,4,1,1,1,1,1,1,1,1,0,9,12,1,5,1,0,13,12,0,376,West,375,North
3,4,1,1,1,1,1,1,1,1,0,9,12,1,5,1,0,13,12,0,375,North,374,North
3,5,1,1,1,1,1,1,1,1,0,9,13,1,5,1,0,12,12,0,374,North,373,North
3,6,1,1,1,1,1,1,1,1,0,8,13,1,5,1,0,11,12,0,373,North,372,North
3,7,1,1,1,1,1,1,1,1,0,8,12,1,5,1,0,11,12,0,372,North,371,North
3,8,1,1,1,1,1,1,1,1,0,7,12,1,5,1,0,10,12,0,371,North,370,North
3,9,1,1,1,1,1,1,1,1,0,7,12,1,5,1,0,11,12,0,370,North,369,North
3,10,1,1,1,1,1,1,1,1,0,8,12,1,5,1,0,11,12,0,369,North,368,North
3,11,1,1,0,1,1,1,1,1,0,8,12,1,5,1,0,10,12,0,368,North,367,North
3,12,1,1,0,1,1,1,1,1,0,9,12,1,5,1,0,9,12,0,367,North,366,North
3,13,1,1,0,1,1,1,1,1,0,9,13,1,5,1,0,10,12,0,366,North,365,East
3,14,0,1,1,1,1,1,1,1,0,9,14,1,5,1,0,9,12,0,365,East,364,East
4,14,0,0,1,1,1,1,1,1,0,9,14,1,5,1,0,10,12,0,364,East,363,East
5,14,0,0,1,1,1,1,1,1,0,8,14,1,5,1,0,10,13,0,363,East,362,East
6,14,0,0,1,1,1,1,1,1,0,8,14,1,5,1,0,10,12,0,362,East,361,East
7,14,0,0,1,1,1,1,1,1,0,9,14,1,5,1,0,10,12,0,361,East,360,East
8,14,0,1,1,1,1,1,1,1,0,10,14,1,5,1,0,9,12,0,360,East,359,East
9,14,0,1,1,1,1,1,1,1,0,10,13,1,5,1,0,10,12,0,359,East,358,South
10,14,0,1,1,1,1,1,1,1,0,10,13,1,5,1,0,10,12,0,358,South,557,South
14,1,0,0,1,1,1,0,10,13,0,13,13,0,14,13,0,17,13,1,0,East,99,North
15,1,1,0,1,1,1,0,10,13,0,13,13,0,14,13,0,17,13,1,99,North,198,North
15,2,1,1,0,0,1,0,10,13,0,13,14,0,15,13,0,16,13,1,198,North,297,East
15,3,0,1,1,0,1,0,10,13,0,13,13,0,16,13,0,17,13,1,297,East,396,East
16,3,0,0,1,1,1,0,10,13,0,12,13,0,15,13,0,17,13,1,396,East,495,East
17,3,0,0,1,1,1,0,11,13,0,11,13,0,15,13,0,17,13,1,495,East,594,North
18,3,1,0,0,1,1,0,11,13,0,12,13,0,16,13,0,17,13,1,594,North,693,North
18,4,1,1,0,0,1,0,11,13,0,11,13,0,16,13,0,17,13,1,693,North,792,North
18,5,1,1,0,0,1,0,11,13,0,11,13,0,17,13,0,16,13,1,792,North,891,East
18,6,0,1,1,1,1,0,10,13,0,12,13,0,17,13,0,17,13,1,891,East,990,East
19,6,0,0,1,1,1,0,10,13,0,13,13,0,17,13,0,17,13,1,990,East,1089,East
20,6,0,0,1,1,1,0,10,13,0,13,14,0,17,13,0,16,13,1,1089,East,1188,North
21,6,1,1,0,1,1,0,10,13,0,13,14,0,16,13,0,15,13,1,1188,North,1287,North
21,7,1,1,0,0,1,0,10,13,0,14,14,0,17,13,0,14,13,1,1287,North,1386,North
21,8,1,1,0,0,1,0,11,13,0,14,14,0,16,13,0,13,13,1,1386,North,1485,North
21,9,1,1,1,1,1,0,11,13,0,14,13,0,17,13,0,12,13,1,1485,North,1584,North
21,10,1,1,0,0,1,0,12,13,0,14,13,0,16,13,0,11,13,1,1584,North,1683,North
21,11,1,1,0,0,1,0,12,13,0,14,13,0,15,13,0,11,13,1,1683,North,1782,North
21,12,1,1,0,0,1,0,13,13,0,14,13,0,15,13,0,10,13,1,1782,North,1881,West
21,13,1,1,1,1,1,0,14,13,0,15,13,0,15,13,0,11,13,1,1881,West,1880,West
20,13,0,0,1,1,1,0,14,14,0,16,13,0,15,13,0,10,13,2,1880,West,1879,North
19,13,1,1,1,0,1,0,13,14,0,17,13,0,16,13,0,11,13,3,1879,North,1878,North
19,14,1,1,0,0,1,0,14,14,0,17,13,0,15,13,0,11,13,2,1878,North,1877,West
19,15,0,1,0,1,1,0,13,14,0,17,13,0,16,13,0,10,13,2,1877,West,1876,West
18,15,0,0,1,1,1,0,13,15,0,16,13,0,16,13,0,11,13,3,1876,West,1875,West
17,15,0,0,1,1,1,0,12,15,0,15,13,0,17,13,0,10,13,3,1875,West,1874,West
16,15,0,0,1,1,1,0,12,15,0,16,13,0,17,13,0,10,13,3,1874,West,1873,West
15,15,1,0,1,1,1,0,12,16,0,16,13,0,17,13,0,11,13,3,1873,West,1872,West
14,15,0,1,1,1,1,0,12,16,0,15,13,0,17,13,0,12,13,4,1872,West,1871,West
13,15,0,1,1,1,1,0,12,15,0,16,13,0,16,13,0,12,13,4,1871,West,2070,East
12,15,1,0,1,1,1,1,2,1,0,17,13,0,15,13,0,13,13,3,2070,East,2069,South
13,15,0,1,1,1,1,1,2,1,0,16,13,0,16,13,0,13,13,4,2069,South,2068,South
13,14,1,1,1,0,1,1,3,1,0,15,13,0,17,13,0,13,13,5,2068,South,2067,East
13,13,1,0,1,1,1,1,2,1,0,15,13,0,17,13,0,14,13,5,2067,East,2266,East
14,13,1,0,1,1,1,1,3,1,0,16,13,0,17,13,1,7,1,5,2266,East,2265,East
1,18,0,1,1,0,1,0,5,9,0,11,3,0,17,6,0,25,13,0,0,South,-1,South
1,17,1,1,0,0,1,0,6,9,0,11,3,0,17,6,0,25,13,0,-1,South,-2,South
1,16,1,1,1,0,1,0,6,10,0,11,3,0,16,6,0,25,14,0,-2,South,-3,South
1,15,1,1,1,0,1,0,6,10,0,11,3,0,17,6,0,25,14,0,-3,South,-4,South
1,14,1,1,1,0,1,0,5,10,0,11,4,0,16,6,0,25,13,0,-4,South,-5,South
1,13,1,1,0,0,1,0,4,10,0,11,5,0,16,6,0,25,14,0,-5,South,-6,South
1,12,1,1,1,0,1,0,4,9,0,11,6,0,15,6,0,24,14,0,-6,South,-7,South
1,11,1,1,0,0,1,0,5,9,0,10,6,0,16,6,0,24,15,0,-7,South,-8,South
1,10,1,1,0,0,1,0,6,9,0,11,6,0,16,6,0,25,15,0,-8,South,-9,South
1,9,1,1,0,0,1,0,6,10,0,11,6,0,16,6,0,25,16,0,-9,South,-10,South
1,8,1,1,0,0,1,0,6,9,0,11,6,0,17,6,0,25,15,0,-10,South,-11,South
1,7,1,1,0,0,1,0,6,8,0,11,5,0,18,6,0,25,15,0,-11,South,-12,East
1,6,1,1,1,0,1,0,6,9,0,11,5,0,19,6,0,25,14,0,-12,East,-13,East
2,6,0,1,1,1,1,0,6,9,0,11,6,0,19,5,0,24,14,0,-13,East,-14,East
3,6,1,1,1,1,1,0,6,9,0,11,5,0,19,4,0,24,14,0,-14,East,-15,East
4,6,1,1,1,1,1,0,6,10,0,11,4,0,18,4,0,25,14,0,-15,East,-16,North
5,6,1,1,1,1,1,0,5,10,0,11,3,0,18,5,0,25,14,0,-16,North,-17,East
5,7,1,1,1,1,1,0,6,10,0,10,3,0,17,5,0,25,15,0,-17,East,-18,North
6,7,1,1,0,1,1,0,6,9,0,10,3,0,17,4,0,25,16,0,-18,North,181,South
6,8,1,1,0,1,1,1,1,1,0,11,3,0,18,4,0,25,15,0,181,South,180,South
6,7,1,1,0,1,1,1,1,1,0,10,3,0,18,3,0,25,14,0,180,South,179,East
6,6,1,0,1,1,1,1,1,1,0,10,3,0,17,3,0,25,14,0,179,East,178,East
7,6,0,0,1,1,1,1,1,1,0,10,4,0,17,4,0,25,13,0,178,East,177,East
8,6,1,1,1,1,1,1,1,1,0,10,3,0,17,4,0,25,14,0,177,East,176,South
9,6,1,1,1,1,1,1,1,1,0,9,3,0,17,5,0,24,14,0,176,South,175,South
9,5,1,1,1,1,1,1,1,1,0,9,3,0,17,6,0,24,15,0,175,South,174,West
9,4,1,1,1,1,1,1,1,1,0,8,3,0,18,6,0,24,14,0,174,West,373,East
8,4,1,1,1,0,1,1,1,1,1,3,1,0,17,6,0,23,14,0,373,East,372,East
9,4,1,1,1,1,1,1,1,1,1,3,1,0,18,6,0,23,15,0,372,East,371,East
10,4,1,1,1,1,1,1,1,1,1,3,1,0,19,6,0,22,15,0,371,East,370,North
11,4,1,1,0,1,1,1,1,1,1,3,1,0,18,6,0,22,15,0,370,North,369,North
11,5,1,1,0,1,1,1,1,1,1,3,1,0,18,6,0,22,16,0,369,North,368,North
11,6,1,1,0,1,1,1,1,1,1,3,1,0,19,6,0,22,16,0,368,North,367,North
11,7,1,1,0,1,1,1,1,1,1,3,1,0,19,5,0,23,16,0,367,North,366,North
11,8,1,1,0,1,1,1,1,1,1,3,1,0,19,5,0,23,15,0,366,North,365,North
11,9,1,1,0,1,1,1,1,1,1,3,1,0,18,5,0,24,15,0,365,North,364,North
11,10,1,1,0,1,1,1,1,1,1,3,1,0,18,5,0,25,15,0,364,North,363,North
11,11,1,1,0,1,1,1,1,1,1,3,1,0,17,5,0,25,14,0,363,North,362,East
11,12,0,1,1,1,1,1,1,1,1,3,1,0,17,5,0,25,14,0,362,East,361,East
12,12,0,0,1,1,1,1,1,1,1,3,1,0,18,5,0,24,14,0,361,East,360,East
13,12,0,1,1,1,1,1,1,1,1,3,1,0,18,5,0,24,15,0,360,East,359,South
14,12,1,1,1,1,1,1,1,1,1,3,1,0,18,6,0,23,15,0,359,South,358,South
14,11,1,1,1,1,1,1,1,1,1,3,1,0,18,6,0,23,14,0,358,South,357,South
14,10,1,1,1,1,1,1,1,1,1,3,1,0,18,5,0,24,14,0,357,South,356,South
14,9,1,1,0,1,1,1,1,1,1,3,1,0,18,4,0,25,14,0,356,South,355,South
14,8,1,1,1,1,1,1,1,1,1,3,1,0,19,4,0,25,14,0,355,South,354,South
14,7,1,1,0,1,1,1,1,1,1,3,1,0,20,4,0,25,14,0,354,South,353,East
14,6,1,1,1,1,1,1,1,1,1,3,1,0,19,4,0,25,13,0,353,East,352,East
15,6,0,0,1,1,1,1,1,1,1,3,1,0,19,4,0,25,13,0,352,East,351,East
16,6,0,0,1,1,1,1,1,1,1,3,1,0,19,3,0,25,14,0,351,East,350,East
17,6,0,1,1,1,1,1,1,1,1,3,1,0,20,3,0,25,13,0,350,East,349,East
18,6,0,1,1,1,1,1,1,1,1,3,1,0,20,4,0,25,14,0,349,East,348,East
19,6,0,1,1,1,1,1,1,1,1,3,1,0,20,3,0,25,13,0,348,East,347,South
20,6,0,1,1,1,1,1,1,1,1,3,1,0,20,4,0,25,14,0,347,South,346,South
20,5,1,1,0,1,1,1,1,1,1,3,1,0,21,4,0,25,13,0,346,South,345,East
20,4,1,1,1,1,1,1,1,1,1,3,1,0,21,3,0,25,14,0,345,East,344,South
21,4,0,1,1,1,1,1,1,1,1,3,1,0,21,3,0,25,13,0,344,South,543,East
21,3,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,25,14,0,543,East,542,East
22,3,1,0,1,1,1,1,1,1,1,3,1,1,5,1,0,25,13,0,542,East,541,North
